content,score,at,userName
"Rapih, Keren dan Brutal",5,2025-01-09 07:27:21,Denni Ardiles
game yang menyuruh kan,5,2025-01-09 07:26:01,Xtra Cell
sangat bagus untuk saya,5,2025-01-09 07:25:58,Muhammad Didin Adisasmita
Pliss buatkan download skin karakter hd dimiliki pliss tencent,4,2025-01-09 07:24:47,Adit Safli putra
Seru bane,4,2025-01-09 07:24:17,Putu Oki
saya suka game ini ada event yg menarik,5,2025-01-09 07:24:15,Ahmad Naufal
masih ada dark system,4,2025-01-09 07:23:51,Adist Ilham
Matchmaking serta balancing hero sangat buruk... Terkadang ada beberapa Hero yang terlalu over power dengan kemampuan defends baik sehingga terlalu dominan dalam pertandingan.,1,2025-01-09 07:23:48,Arbiyan Tezar
Bagus sih tapi waktu aku pake skin nya gak bisa malah waktu main nya masih yg klasik nya,4,2025-01-09 07:23:16,Olin Roulina
👍🏻,5,2025-01-09 07:22:48,Fabregas Satria
"aku main geme ini pertama kali seruuu bangetttt event nya juga banyak, pertahan kan terus yaaa",5,2025-01-09 07:21:04,Hafizhah Nur ardinti
"Tingkatkan lagi untuk pencarian sistem macth,sistem random macth sering tidak seimbang. Pemain dengan kualitas rendah masih banyak di tier grandmaster,dimana sering mengambil buff teman sendiri.",5,2025-01-09 07:20:56,Tani maju
cukup apik di setiap season,5,2025-01-09 07:20:44,Dodo Tupojoyo
Gem nya seru banget,5,2025-01-09 07:18:46,Hotimah Cikman
👍,5,2025-01-09 07:18:34,Ivaa Nrsha
Game bagus,5,2025-01-09 07:17:10,Saepul Sae
Game terbaik,5,2025-01-09 07:17:07,Dim Sus
mantap,5,2025-01-09 07:16:53,Armin Sanjaya
game baik,5,2025-01-09 07:16:53,Azat Romansah
bintang 3 dulu deh soalnya masih patah2,3,2025-01-09 07:16:38,mell reza
gamenya sangat murah hati,5,2025-01-09 07:16:10,Ketut Suarni
good sangat,5,2025-01-09 07:16:10,Gemilang zuan Prasojo
Seruuu banggett,5,2025-01-09 07:15:50,Ulis
"keren , seru banget",5,2025-01-09 07:15:41,Shakina kina
mantap grafik nya enak dan hd trus jga skin nya bnyk dan modenya seru2 jga okelah buat hp kentang,5,2025-01-09 07:15:27,Alif Maulana hfs
Permainnan ini sangat seru tapi menurut ku belum terlalu seru,4,2025-01-09 07:14:47,Ariya Kusnadi
nice,5,2025-01-09 07:14:13,Noctis
good,5,2025-01-09 07:13:16,Deva Ayu angraeni
good game,5,2025-01-09 07:12:38,Violensius Herry
gg game nya,5,2025-01-09 07:12:34,Hamsiyah 954
permainan papan atas,5,2025-01-09 07:12:32,Donnier 07
nice,5,2025-01-09 07:12:28,Rohidin Rohidin
leg,2,2025-01-09 07:11:53,kara' baka
geme nya bagus,5,2025-01-09 07:11:47,Riski Muhammad
game terbaik di masa depan,5,2025-01-09 07:11:35,Beno Dirga
menghibur,5,2025-01-09 07:11:34,Kok Brek
👍,5,2025-01-09 07:11:15,Hamdi
lanjutkan,5,2025-01-09 07:11:04,efida sanip
Terlalu banyak player feeding,1,2025-01-09 07:11:00,Yudhis Kleems
Saya suka dengan game ini selalu di kasih skin gratis tapi ada kekurangan nya yaitu selalu nabrak partyan penjoki dan rank yang berbeda,5,2025-01-09 07:09:37,Hanuludin Tanung
good game dude,5,2025-01-09 07:09:01,Dwi Yulianto
mantap kali,5,2025-01-09 07:08:24,Masuk Naruto X Boruto
bagus bayak sekin epik. gratis gk kaya seblah gem ml kasih skin epik namun ketika terdesak wkwkkw bagus banget ini gem,5,2025-01-09 07:08:21,Samsul Bahri
well good,5,2025-01-09 07:07:39,Andi Agung
trbaiiik!!,5,2025-01-09 07:07:32,Taniya James
kereeeeennn,5,2025-01-09 07:07:00,Rania Ghaniya
"Bagus banget walaupun aku cewek tapi aku suka banget tapi knp ya aku sering dapat team bot,dan Hero ku jadi berkurang ya",5,2025-01-09 07:06:59,Wahyuni
good job,5,2025-01-09 07:06:26,Arif Rachman
masih belum maksimal tapi overall layak untuk jd game wajib dimainin,5,2025-01-09 07:06:16,Nova Agus Samodra
banyakin aja gratisqnya,5,2025-01-09 07:06:00,APEM GAMING
Game Ini Asik Nggak Ngebosenin Mantap dah ini game,5,2025-01-09 07:05:50,Zakki Satria
"Update apaan, ngulang 2x",2,2025-01-09 07:05:32,Syahriel Burhanudin
cukup menghibur,5,2025-01-09 07:04:47,Arvi2929 Halimah
game mantap,5,2025-01-09 07:04:40,Adi bagas Pambudi
"masih player baru dan pertama main moba, belajar rotasi sungguh sulit",4,2025-01-09 07:04:22,Ahmad Jakfar Siddiq
mantap,5,2025-01-09 07:04:12,didi nugroho
mungkin match making harus diperbaiki,5,2025-01-09 07:04:10,Muhammad Arun
Gamenya bagus,5,2025-01-09 07:03:44,rh Iqbal
game nya bagus banget saya suka ini menjadi game favorit saya,5,2025-01-09 07:03:38,Jihan aulia Putri
kenapa saya kasih Bintang 4 karna ada satu kekurangan di game HOK yaitu musuhnya terlalu gampang padahal udah myitic,4,2025-01-09 07:03:35,Muhammad Fakhri
"Busuk, sama kaya emel kalah trus kasih tim beban, kerjasama bagaimana ?, ini turnamen puncak, yang sama sekali tidak kenal satu sama lain",1,2025-01-09 07:03:28,Ghaniiyyu Pradana
amazing game mobile 🤩🤩🤩🤩🤩🤩🤩🤩,5,2025-01-09 07:02:40,Aksin Zuha
bagus,5,2025-01-09 07:01:50,Imam Munandar
"game moba terbaik, rill no fake2🔥🔥🔥, game sebelah hanya tiruan😄",5,2025-01-09 07:01:37,Muhammad Fauzan
game terbaik,5,2025-01-09 07:01:32,Asti Ana
Game paling seru tahun 2024 dan 2025,5,2025-01-09 07:01:24,Oliver Josi
keren,5,2025-01-09 07:00:38,Gusty Operafunky
Keren,2,2025-01-09 07:00:06,Andika Veda
Nice . Akun sudah kembali.. sblmnya gk bisa log in pke X. Skrng log in pake email,5,2025-01-09 06:59:34,Diryati Izzah
nice,5,2025-01-09 06:59:00,Mhmmd Wahyu
Mantap lebih op dr ML,5,2025-01-09 06:58:57,Barry Muscle Gaming
game ya menarik asik juga,4,2025-01-09 06:58:18,Wahyu Leo
HOK sekarang kalo abis match tuh pasti suka gak ke save,4,2025-01-09 06:57:52,baldiva agnia
"Banyak event nya, Tencent emang keren :)",5,2025-01-09 06:57:43,Teresa Ceni
game keren!,5,2025-01-09 06:56:56,Davin Keandra Wicaksana
Game na bagus,5,2025-01-09 06:56:54,indra kurniawan
mantap sekali game nya,5,2025-01-09 06:56:49,Deniabdul Abdul
ok,5,2025-01-09 06:56:36,MUFIDIYAD PRASETYA
"Gamenya seru banget,skin² nya juga keren,efeknya tebel,mantap pokoknya",5,2025-01-09 06:56:22,LEONEN ZAQWAN
"Ngga ada kurangnya semua tergantung skil kita, yg suka bilang game nya bug / dapet tim DS itu wajar lagipula itu meningkat kan skil main kita karna di game sebelah ajh ada DS nya , so gausah menyalahkan game semua itu stabil dari gimana cara kita mainnya dan kerjasama dgn tim/party an kita nya ajh.",5,2025-01-09 06:55:31,Riszha Arnelita
sangatt suka banget sama ni game apa lagi skin nya gratisan ❤️,5,2025-01-09 06:55:00,Kusuma April
Mantap lebih mantap dari kompetitornya,5,2025-01-09 06:54:32,Mochammad Syaiful Rizal
"sementara ini bagus, tapi tolong fitur report lanjutan kadang tidak berfungsi itu di fix, atau bintang turun",5,2025-01-09 06:54:02,Meraki Tangan
game baik,5,2025-01-09 06:53:39,Ipan 1412
game terbaik,5,2025-01-09 06:52:56,Roy wardana Wardana roy
game ku nomer 1,5,2025-01-09 06:52:40,Mughnyy
game sangat bagus,5,2025-01-09 06:52:31,SARONI OFFICIAL
aku harap skin limited yg sudah pernah rilis seperti skin blessed Zhang fei bisa rilis kembali di tahun ini 2025 :) moga tersampaikan,5,2025-01-09 06:52:23,Aditya shawty
bagus perlu ditingkatkan lagi...,5,2025-01-09 06:52:14,Oskardo sitorus Oskar
hok999 lebih banyak aku suka ini tahun 2025 ada hero ada skin,5,2025-01-09 06:52:05,Ali Rizki Ardiansyah
"nice game, tapi sinyal perlu banyak perbaikan masih ada lag",5,2025-01-09 06:51:53,xco8ocx
tolong jadi lebih baik lagi mantapp,5,2025-01-09 06:51:52,LIBAN CHANNEL
Keren,5,2025-01-09 06:51:31,Dimz Nih boss
Ok,5,2025-01-09 06:51:07,Ahmad Haris 170888
Gemnya bagus banget seru abis aku suka banget,5,2025-01-09 06:50:44,Devi Zafiraariati
Game nya bagus tetapi tolong lah buat kan server sendiri sendiri malas ketemu player ph,4,2025-01-09 06:50:40,Arman
gamenya terlalu berat,1,2025-01-09 06:50:27,Luthfian Afif
keren sohh,5,2025-01-09 06:50:05,Sindymissa 58
keren abiss,5,2025-01-09 06:49:47,Dewi dew
mantep,5,2025-01-09 06:49:45,kheristia stw
Ukuran nya tolong dipress lagi jangan terlalu besar ga support di beberapa jenis dan tipe hp,1,2025-01-09 06:49:35,Obby Supreme
Game nya keren dan sangat Realistis+In game nya luas,5,2025-01-09 06:49:10,Arafah Yusri bakhtiar
mantap,5,2025-01-09 06:49:04,Yogi pratama Iskandardinata (yogi pratama)
kurang sederhana item nya,5,2025-01-09 06:48:31,yura rahmat
lumayan seru game nya,5,2025-01-09 06:47:51,Jupriana Jupriana
Gacor,5,2025-01-09 06:47:37,ANSHON DEANDRA GUNANTA T.
Permainannya sanget bagus,5,2025-01-09 06:46:44,Mubtaliah Liah
keren,5,2025-01-09 06:45:26,Hafiedz Syedin Ismalla
bagus,5,2025-01-09 06:44:52,almania firdaus
Permainan terbaik sepanjang masa💝💝💝,5,2025-01-09 06:44:42,Alvines Ss
bagus cm matchmaking nya ga imbang,5,2025-01-09 06:44:15,Arina Faza
Game Mantap,5,2025-01-09 06:44:01,Sayid Agil Munawar
lumayan dah,5,2025-01-09 06:43:57,Wahyu Adam
"Tolong diperhatikan untuk keseimbangan permainan. Saya mengerti ketika pencarian team akan sulit akibat line roleplay, tapi tolong jangan terlalu jauh untuk perbedaan rank playernya. Mohon diperhatikan, terimakasih",2,2025-01-09 06:43:51,Setiadi Hidayat (Teddy)
Ah Masaaa..,5,2025-01-09 06:43:25,Agertha Avealstine
game yang memuaskan,5,2025-01-09 06:42:30,George w
bagus tapi sering lag padahal hp ku spek lumayan trus sinyal bagus,4,2025-01-09 06:42:20,Wisnu Gaming
Gamenya enak kl bug g ngaruh tolong ditambahin live streaming gamenya dan replay habis pertandingan,5,2025-01-09 06:42:03,Aldan Aldan
mantap,5,2025-01-09 06:40:48,Yohani Sri Pamungkas
good game,5,2025-01-09 06:40:22,Arata 119
Gk bisa main seketika hero dan skill full data nya besar banget.. Lancar lancar rejeki buat ganti ram hp,5,2025-01-09 06:40:08,Riicko Kety
baguss bangett,5,2025-01-09 06:40:05,lupibot
gem nya bagus tapi tolong gerafik nya terlalu kaya lagi foto emang gem nya bagus,5,2025-01-09 06:39:11,Papa Nakal
suka,5,2025-01-09 06:38:59,Basuni Sony
bagus banget wajib download. ga download rugi.,5,2025-01-09 06:38:35,Gisella Rafka
idk i just like this game,5,2025-01-09 06:38:32,Hezkiel Abdelah
Hope the release of the new char at global server will be fast,5,2025-01-09 06:37:29,Aikawa Mitsuru
mantap kalo bisa event yg pernah ada diadain lagi,5,2025-01-09 06:37:24,Alfan
keren perbanyak Hero lagi dan skin,5,2025-01-09 06:37:00,Shiow Ziow
"games terbaik dan saya suka, kalau boleh sering² kasih kan bonus",5,2025-01-09 06:36:55,Putri
gokilll,5,2025-01-09 06:36:48,Pak Mona
Tolong banyak darksistem berkeliaran😭😭😭,5,2025-01-09 06:36:24,Regaza Rega
ok bgt,5,2025-01-09 06:36:14,Gus Dek
keren,5,2025-01-09 06:36:08,alviandi lada
best moba game ever,5,2025-01-09 06:35:20,Zikry Putratama
"untuk event dan hal lainnya bisa saya bilang sudah sangat baik, tetapi untuk matchmaking nya terkadang tidak adil selain itu juga terkadang saya mendapatkan pemain dengan skill yang buruk dan ketika saya melaporkan pemain tersebut terkadang laporan saya dianggap tidak falid, itu yang membuat saya memberi game ini bintang 3, jika itu semua sudah diperbaiki saya akan merating ulang game ini",3,2025-01-09 06:34:30,Diva Micayla
sangat seru dan bagus,5,2025-01-09 06:34:06,Zen Zainal abidin
gamenya bagus,5,2025-01-09 06:33:58,Bang Hay Kartono
Seru gila mantap betttt .,5,2025-01-09 06:33:30,Zaki Arya
Gamenya seru,5,2025-01-09 06:33:26,Anak Haram
ini geme terbaik dan hd,5,2025-01-09 06:33:02,Keiza
"game nya asik,karna game nya asik",5,2025-01-09 06:32:56,Kibaskece Bett
game nya bagus deh dan skin nya gratis enak banget,5,2025-01-09 06:32:51,Putrw Laki
game terbaik,5,2025-01-09 06:32:44,Naufal adventure Ciletuh
ok,5,2025-01-09 06:32:06,Oneshot Dhot
terbaek,5,2025-01-09 06:32:01,Muhammad Rinaldi Arazaqu
ok,5,2025-01-09 06:31:23,Bangun Siregar
graphicnya dan effect buat betah banget...,5,2025-01-09 06:31:19,Sandi Kristianto
"Gamenya seru banget, banyak mini games juga, grafik gamenya juga bagus banget, terus nggk rebutan Role. intinya serulah main ini. Tapi minta tolong kurangi lah Lose Steaknya sama minta tolong ada sistem kalo hero baru nyoba jangan dipake di Rank!! 😉",5,2025-01-09 06:31:00,dyah retno
oke lah buat obat setres akibat game sebelah😁,5,2025-01-09 06:30:08,Boby Pirlando
tidak terlalu menguras ram,4,2025-01-09 06:30:07,Siti Salma
"Tiap update terlalu gila memakan data internet,pelanggaran yg dilakukan tiap player terakhir ini makin merajalela,hero farm lane di paksakan di clash lane,hero midlaner dijadikan roamer,setiap dilaporkan hanya di buat pelanggaran ringan,diberikan hukuman berat apa salahnya? Kita yg dapat nilai 5 karena ulah player yang tidak becus memilih hero malah dapat laporan jadinya hukuman berat, sungguh mengecewakan.",2,2025-01-09 06:29:18,Tulus Ringo
Bagus dan seru sekali game nya,4,2025-01-09 06:27:30,Silviaarsyta
mantap,5,2025-01-09 06:26:49,Bayu Praditya
game ini sangat bagus untuk dimainkan,5,2025-01-09 06:26:32,Karya Miswan
gaga,4,2025-01-09 06:26:06,Aidan Supu
lanjut terus event menarik pengguna suka,5,2025-01-09 06:25:54,cara Click
bagus keren lah. banyak pilihan hero nya. bagus bagus skilnya juga. tp knapa skarang skarang sering bgt leg. tolong dong. jd sya sering d laporin. pdahal bukan d sengaja. tolong bgt.jd saya ga pernah push rank skarang . karna terlalu sering leg. saya cuma bisa main d clasik ja itu pun sering leg. dan dapet hukuman terus,5,2025-01-09 06:25:39,Muhamad Desta
tidak terlalu membosankan,5,2025-01-09 06:25:28,Bagus Skj
pekok,5,2025-01-09 06:25:20,Nizar Wiratama
menyenangkan,5,2025-01-09 06:25:20,M Eri
bagus,4,2025-01-09 06:25:13,Slamet Riyadi
"saya suka game ini, mari dukung!",5,2025-01-09 06:25:05,Awang Riski
game yang bagus!!! suka banget,5,2025-01-09 06:25:04,Raya Nf
goodddddddd,5,2025-01-09 06:25:03,Parid
"ok, tp banyak feeder and trolling player yg ga dihukum",5,2025-01-09 06:25:03,Mario J
bagus,5,2025-01-09 06:24:52,Salsabilla Nadia
ok,5,2025-01-09 06:24:50,Ahmad Faruk
Mantap,5,2025-01-09 06:24:45,alif syaef
Banyak Hero gratis dan skin gratis bikin semangat login dan main!,5,2025-01-09 06:24:35,Jovien Fabregas
"is ok, mantap seru...",4,2025-01-09 06:24:28,Ary Pundowo
OTW Legend 1000,5,2025-01-09 06:24:14,Syah Reza
game dan grafiknya keren banyak event juga,4,2025-01-09 06:24:09,Darkgiesty nickgame
HOK mantap!!!!!,5,2025-01-09 06:23:53,Galih Ahmad
"game nya asik dan seru, hanya aja ada saran dari saya tolong perbaiki bug disaat lagi war tiba"" slow padahal grafik yg bukan hd, atasi dong hal itu karena setiap war pasti bug dan sulit untuk bermain bebas. terimakasih",5,2025-01-09 06:23:51,DHYRROT GLOBAL
seruu bngttt,5,2025-01-09 06:23:46,Aulia zahwa Izzatun
Gamenya menarik,5,2025-01-09 06:23:06,Randi Panontongan
balance game lah walau tetep ada aja anomaly,5,2025-01-09 06:22:15,Mohammad Asyrofi
Mañtàp,5,2025-01-09 06:22:10,Bayu Laksono
Game nya lumanyan enak lah dan bagus lah yang setuju komen nya,4,2025-01-09 06:21:30,Jhon Aprinus
mantap lah,5,2025-01-09 06:21:19,M Rizki
warr nya oke,5,2025-01-09 06:21:18,ccarloss ccarlossdef
update mulu ahh capekk bisa gak si update otomatis aja biar gak pas mo niat main malah nunggu update dulu lamaa,4,2025-01-09 06:20:39,Agus Setiawan
Terlalu banyak pelanggaran kurang asik,2,2025-01-09 06:20:32,Kusnadiku
bagus,5,2025-01-09 06:20:30,Arisman Arwana
sangat hebat,5,2025-01-09 06:18:59,Arlan
"niceeee pokoknya, skin nya bagus",5,2025-01-09 06:18:53,Evan Prasetyotomo
gile🔥,5,2025-01-09 06:18:21,Khalifatul Attaqi
Sangat seru dan asik🤟🤘,5,2025-01-09 06:18:01,Muhammad Rifat
lebih bagus dari ml yang bocil ny sok jago,5,2025-01-09 06:17:34,Abi jr Abi junior
"game bagus, matchmaking nya cukup cepat dan setiap menemukan lawan lumayan adil, event bervariasi, sinyal stabil, terbaik lah .",5,2025-01-09 06:17:25,SK2H SK2H
game bagus,4,2025-01-09 06:17:15,Ben coolen
bagus. cuma level rank nya sulit,5,2025-01-09 06:17:02,Delianus Igp
game ini sangat seru cuma satu masalah untuk kita sedang main tiba' dia Ngebug di tengah jalan tapi saya menyukai permainan ini,5,2025-01-09 06:16:40,Mifta'ull Syakinah
recomlg game bagus,5,2025-01-09 06:16:33,Ms ARJUNARELO
ada yang perlu di optimalkan,4,2025-01-09 06:15:56,Muh. Andrean
bagus kali,5,2025-01-09 06:15:37,Sodikin 3379
good,5,2025-01-09 06:15:08,yogi angga
"Banyak anomali pake roam mage ke Hero yg gak cocok roam lah, dari awal dah dapet tim gold Lane malah ke exp di awalah. Dan lag padahal pas main game lain gak lag",2,2025-01-09 06:14:01,yuusha kanon
Gamenya bagus tapi jangan ikut² ml,3,2025-01-09 06:13:58,Dhava Wijaya
"GAME RUSAK... SUSAH PAYAH NGUMPULIN TOKEN BERBATAS, BEGITU UPDATE MALAH HILANG .. UNINSTAL AJA SEKALIAN GAME KAYA GINI NIH, SANGAT KECEWA DENGAN HONOR OF KING..",1,2025-01-09 06:13:53,Ramadhan Prayoga
ya seruu banget buat hiburan,5,2025-01-09 06:13:50,Abdul Muinsamsudin Sugani
sangat menarik,5,2025-01-09 06:13:13,Papy Zahwa
gem yang baik,5,2025-01-09 06:13:08,Fajar123
"game bagus,, mudahan sering"" dapat skin gratis,, biar betah main😊😊",5,2025-01-09 06:13:02,Hill kalbar
Mantap 👍,5,2025-01-09 06:12:33,QAWAI DESU
game terfavorit,5,2025-01-09 06:12:29,Arif G aditya
keren buat pemula 😁,4,2025-01-09 06:12:12,Farid Akbar
game nya bagus banget banyak skin gratis nya yg bosen main ML saya saranin main honor of king,5,2025-01-09 06:12:11,Totok Kurniawan
"game ternyaman untuk dimainkan, tetapi kadang sistem pelaporan yang tidak akurat seperti ada player yang mencuri lane tapi tidak terdeteksi.",5,2025-01-09 06:12:10,Gerard Parsons
best game,5,2025-01-09 06:11:49,Rici Wahyu
good game,5,2025-01-09 06:11:43,Myesha Sakhi
game keren,5,2025-01-09 06:11:35,ARYA RANGGA SAPUTRA
seru deh pokonya dan bagus juga heronya,5,2025-01-09 06:10:43,Galihraya Ramadhan
best game terbaik seruuu,5,2025-01-09 06:10:24,Jar Tar
Lemot dan lag padahal wifi gw baik baik2 aja mending jangan dowload aplikasi ini deh,1,2025-01-09 06:09:48,Ikhsan Romi
Bagus bgt game cuma kadang banyak bug nya mohon diperbaiki lagi,5,2025-01-09 06:09:13,Rosida Rosida
seruuuuuu >:D,5,2025-01-09 06:09:02,Yoshiifz liyana
good,5,2025-01-09 06:08:59,MUKHAMAD TAUFIQ
saya suka karena dikasih skin gratis terima kasih,5,2025-01-09 06:08:41,M Deva Munakhisin
ntapa,5,2025-01-09 06:08:28,Amier Fath
Bagus...,5,2025-01-09 06:08:09,Muhamad Setia Maulana Sadono
game nya bagus dan gk membosankan,5,2025-01-09 06:07:38,Ketut Budasana
Cukup lumayan,5,2025-01-09 06:07:34,Kamu nanyak
"The game is good, the graphics are good, but reduce the RAM so it's comfortable to play on a potato phone😇🙏",5,2025-01-09 06:07:21,Fahri Kamal
lumayan,5,2025-01-09 06:07:08,Muhammad Mabrur
nice good game,5,2025-01-09 06:06:55,Instaan Official
Gamenya bagus g ngebosenin cuma emang fps turun naik.. maklum sih grafiknya besar sementara hp masih hp jadul.. ovelall ok lah,5,2025-01-09 06:06:54,fafa melody
Kurang kurangin pemain anehnya,5,2025-01-09 06:06:35,ahmad shahab
Ini baru namanya game berkelas ga kayak moba legenda udah mah buriq player ya juga buriq main kayak bot mending pensi aja,5,2025-01-09 06:06:21,Neneng Rokayah
gamenya bagus namun buat HP kecil dan tablet yang lebar itu agak susah buat dimainin karena bukannya mapnya yang melebar tapi seutuh gamenya yang melar,3,2025-01-09 06:06:20,tribobot junior
gem tiruwan di main nin gak jelas,1,2025-01-09 06:06:19,Cueci
game no. 1 indonesia,5,2025-01-09 06:06:02,Novriandi Ramdani Pratama
Sulit untuk di mengerti gm ini,1,2025-01-09 06:06:00,Ko Lek
moba terbaik,5,2025-01-09 06:05:57,Terkadang hidup begitu (Zero)
Sering ada yang ngetroll tolong bagi pembuat game kuragi orang yang ngetroll saya bertemu orang yang ngetroll di rank grandmast,1,2025-01-09 06:05:56,Zidane Ganteng
permainan yang sangat bagus,5,2025-01-09 06:05:26,Mohammad Harsyradjaharahap
JAUHKAAAAAN PHILIPINA DARI SAYA oh ya saran sy kurangin durasi stun karna di hok ada banyak stun durasinya juga lama item tolong di tambah lg karna untuk konter mengkonter msh tidak leluasa,5,2025-01-09 06:05:00,HaRiFFi AK
game adil dan mb nya memang kecil cuman kelewat keren gak kayak yang sebelah,5,2025-01-09 06:04:53,Dimas Sahrul
simple saja game nya seru banget,5,2025-01-09 06:04:16,Zikri Zikri
Permainan yang sangat seru,5,2025-01-09 06:03:26,Dewi Sinta
mantap,5,2025-01-09 06:02:58,Toni Sis
bagus,5,2025-01-09 06:02:50,Rhank Khadam (Dham)
MANTAP,5,2025-01-09 06:02:46,Adam Mubarok
"Skin benteng, sama skin minionnya bisa d buat baru....",5,2025-01-09 06:02:36,Fakh RUL
game terbaik🥳,5,2025-01-09 06:02:12,Jelyno Star
gamenya keren...,5,2025-01-09 06:02:02,Jack Nagazhu
bagus game ini,5,2025-01-09 06:01:38,Maryo M. Bria
"Tingkatkan untuk match min,terkadang dapat temen kek bot,ayolah,,pasti bisa,jangan kalah sama game sebelah,game ini berpotensi sebenernya",5,2025-01-09 06:01:06,kang erfan
Setiap bermain rank selalu mendapatkan tim yang tidak seimbang tidak menyesuaikan peringkat rank masing2 player,2,2025-01-09 06:00:48,Aldi Yansyah
gamenya sangat bagus,5,2025-01-09 06:00:38,Dagul Gtb
bagus game nya,5,2025-01-09 06:00:14,Ilham Mubarok
Ok juga,5,2025-01-09 06:00:10,Anita manekirs
"TERBAIK satu permintaan sih,, sistem match making nya diperbaiki,kayak yg master sama master, atau legend sama legend, yang setara lah pokoknya,, jangan yg master ketemu ama legend,kan gak setara kemampuan bermain game nya",5,2025-01-09 05:59:57,fadli wahyudi
berikan terus even gratisan,5,2025-01-09 05:59:46,jahrudin faizi
ok,5,2025-01-09 05:59:40,Yasuo Official
mantul banget,5,2025-01-09 05:59:23,surabaya vape heroes
Yana Yana suka,4,2025-01-09 05:59:16,Yana Yana
Sangat puas sekali,5,2025-01-09 05:58:55,Bakul Sayur
game bagus,5,2025-01-09 05:58:49,Rico Nanda Febriansyah
ringan dan tidak ribet untuk dimainkan,4,2025-01-09 05:58:46,Eko Pangareb
berkah selalu,5,2025-01-09 05:57:58,Harmin
mantap,5,2025-01-09 05:57:52,Deltacz 17
game luar biasa tapi tolong kalon bermai. ranked tolong samain pertimbangan,5,2025-01-09 05:57:26,Fikri Ramadhan
rem-nya bagus cuman jaringannya kadang kadang tidak setabil,5,2025-01-09 05:57:07,Gajali Rahman
"bagi yg protes team tidak imbang. pas kalian dapat lawan lemah kalian diam dan merasa hebat. introspeksi diri dulu, terkadang hanya mlihat kesalahan rekan team tanpa melihat kesalahan diri sendiri. game sebelah bnyak dark system masih mudah dimainkan. bisa win streak sampai 20. di hok kadang gw juga sering merasa melawan bot, soalnya tidak mudah koordinasi 5 org bisa skillnya pas bergantian di dlm tower. gw sering main bot untuk latihan. bot hok memang sesusah itu. lbh mudah lawan manusia",5,2025-01-09 05:56:58,Alexander Alvin Salim
gem ini sangat seru banget dan heronya geratis,4,2025-01-09 05:56:32,Wiranto
ok baik,5,2025-01-09 05:56:06,Zainal Abidin
"luar biasa ini game, bakalan bisa menggeser Mobile Legends nya Moonton 🤭🤭🤭😂😂😂👍👍👍",5,2025-01-09 05:55:57,Yuda Yuda
keren,5,2025-01-09 05:55:55,LARE alit
permainan nya bagus,5,2025-01-09 05:55:50,KAM Official
Game moba terbaik yang pernah saya mainkan 🤩,5,2025-01-09 05:55:28,Samuel Mongkol
good,5,2025-01-09 05:55:10,Batak Aray
ok,5,2025-01-09 05:54:39,dena kurnia
game kelas,5,2025-01-09 05:53:33,Ifan Ascania
butuh skin epic dan legends gratis lagi,4,2025-01-09 05:52:53,Romi Syahrial
good,5,2025-01-09 05:52:52,Dedy LoLoth
semoga kedepannya makin baguss semangattt,5,2025-01-09 05:52:45,Tiana Adlia
"Moba terBaik banget karena emang BAIK banget, ngasih banyak hero secara cuma-cuma dan juga skin epic. Gak nyesel dunia akhirat deh pokonya. Gak kaya sebelah ampun pelitnya.",5,2025-01-09 05:52:44,Joнaпdiянaпz
ok ok saja,5,2025-01-09 05:52:14,Rilfa Rido
mantul,5,2025-01-09 05:52:08,Fadil Behram
Good game,5,2025-01-09 05:51:27,SG Saputra
Ez game,5,2025-01-09 05:51:23,Faris Al Dzaki
ok,5,2025-01-09 05:51:02,Adik Masnito Aji
baguz,5,2025-01-09 05:50:08,Atthar Zaigham
ijjjj,5,2025-01-09 05:50:02,Jondri Fidanata
tingktkan lgi untuk tower agr sprti game sebelah yg tdk terlallu mudh di tmbus,3,2025-01-09 05:49:47,Wiyatno Nano
Good game,5,2025-01-09 05:49:41,aziz abdurahman
good,5,2025-01-09 05:49:12,TR Kamily F
game udah bagus cuman kurang cocok buat hp 3/32 kebawah,5,2025-01-09 05:48:56,Vitro
LOVE,5,2025-01-09 05:48:48,Bagas Eka Abiyantoro
"game gk pelit,gk kyk sebelah the best la",5,2025-01-09 05:48:13,Idhunz Alozzha
sangat bgs grafik & Hero y,5,2025-01-09 05:47:47,Muhammad Jamil
Keren keren ikonnya,5,2025-01-09 05:47:03,sandi zein
"Masih banyak hal untuk dibenahi lagi, terutama: Dari damage yang terlalu over power, durasi launch dan stun yang terlalu lama,pemain yang suka melakukan pelanggaran, dan hukuman bagi pelanggar tidak sesuai dengan pelanggaran yang pemain lakukan. Juga ketika sudah keluar dari game, sering disuruh log in berulang kali bagi saya itu sangat merepotkan apalagi ketika sedang permainan berlangsung.",1,2025-01-09 05:46:40,Arif Sams
"gamenya cukup seru, kalu perlu di bikin mode brawlnya juga",4,2025-01-09 05:46:07,Jaekysafetione Jaeky
Serangan tower akhir terlalu kecil,2,2025-01-09 05:45:39,trisna artawan
gamenya keren jadi ke inget pas main ml,5,2025-01-09 05:45:34,Fauzan Ktt
bagus,5,2025-01-09 05:44:21,Achoi Achoi
Seru banget,5,2025-01-09 05:44:11,Ataya Abyan
geme wow dh,5,2025-01-09 05:44:10,D Sins
mantep,5,2025-01-09 05:44:09,Muhammad Musthofa
bagus bgt,5,2025-01-09 05:43:49,Sugeng Supriady
